Federal_Provider_Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,08/19/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,686,D,"Deficient, Provider has date of correction",10/07/2019 12:00:00 AM,1,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,03/06/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,E,"Deficient, Provider has date of correction",04/15/2019 12:00:00 AM,1,true,false,"400 EAST 5350 SOUTH OGDEN, UT 84405 (41.166107, -111.970993)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,06/24/2019 12:00:00 AM,Health,false,Administration Deficiencies,Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.,773,D,"Deficient, Provider has date of correction",08/30/2019 12:00:00 AM,1,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,06/06/2019 12:00:00 AM,Health,false,Administration Deficiencies,Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.,867,E,"Deficient, Provider has date of correction",07/09/2019 12:00:00 AM,1,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,02/02/2017 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Allow residents the right to participate in the planning or revision of care and treatment.,280,E,"Deficient, Provider has date of correction",03/24/2017 12:00:00 AM,3,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/12/2017 12:00:00 AM,Health,false,Administration Deficiencies,Administer the facility in a manner that enables it to use its resources effectively and efficiently.,835,G,"Deficient, Provider has date of correction",01/02/2018 12:00:00 AM,2,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465072,CITY CREEK POST-ACUTE,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,11/07/2018 12:00:00 AM,Health,false,Environmental Deficiencies,Provide and implement an infection prevention and control program.,880,D,"Deficient, Provider has date of correction",01/01/2019 12:00:00 AM,2,true,false,"165 SOUTH 1000 EAST SALT LAKE CITY, UT 84102 (40.765707, -111.862465)",04/01/2020 12:00:00 AM,,
465059,RICHFIELD REHABILITATION AND CARE CENTER,163 EAST 1000 NORTH,RICHFIELD,UT,84701,01/09/2020 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,695,D,"Deficient, Provider has date of correction",02/14/2020 12:00:00 AM,1,true,false,"163 EAST 1000 NORTH RICHFIELD, UT 84701 (38.782021, -112.082676)",04/01/2020 12:00:00 AM,,
465069,MT OGDEN HEALTH AND REHABILITATION CENTER,375 EAST 5350 SOUTH,WASHINGTON TERRACE,UT,84405,06/19/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is ne",758,D,"Deficient, Provider has date of correction",07/01/2019 12:00:00 AM,1,true,false,"375 EAST 5350 SOUTH WASHINGTON TERRACE, UT 84405 (41.166389, -111.971606)",04/01/2020 12:00:00 AM,,
465102,PARKDALE HEALTH AND REHAB,250 EAST 600 NORTH,PRICE,UT,84501,03/07/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,Honor the resident's right to organize and participate in resident/family groups in the facility.,565,E,"Deficient, Provider has date of correction",04/26/2019 12:00:00 AM,1,true,false,"250 EAST 600 NORTH PRICE, UT 84501 (39.609795, -110.806187)",04/01/2020 12:00:00 AM,,
465107,HERITAGE HILLS REHABILITATION AND CARE CENTER,1100 NORTH 400 EAST,NEPHI,UT,84648,04/05/2018 12:00:00 AM,Health,false,Administration Deficiencies,"Provide timely, quality laboratory services/tests to meet the needs of residents.",770,D,"Deficient, Provider has date of correction",05/21/2018 12:00:00 AM,2,true,false,"1100 NORTH 400 EAST NEPHI, UT 84648 (39.724284, -111.828467)",04/01/2020 12:00:00 AM,,
465064,ST GEORGE REHABILITATION,1032 EAST 100 SOUTH,ST GEORGE,UT,84770,04/03/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",623,D,"Deficient, Provider has date of correction",05/13/2019 12:00:00 AM,1,true,false,"1032 EAST 100 SOUTH ST GEORGE, UT 84770 (37.10639, -113.561074)",04/01/2020 12:00:00 AM,,
465079,SUNSHINE TERRACE FOUNDATION,248 WEST 300 NORTH,LOGAN,UT,84321,04/14/2016 12:00:00 AM,Health,false,Environmental Deficiencies,Maintain comfortable and safe temperature levels.,257,D,"Deficient, Provider has date of correction",05/27/2016 12:00:00 AM,3,true,false,"248 WEST 300 NORTH LOGAN, UT 84321 (41.737251, -111.840935)",04/01/2020 12:00:00 AM,,
465006,MT OLYMPUS REHABILITATION CENTER,2200 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,11/30/2016 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",157,D,"Deficient, Provider has date of correction",01/15/2017 12:00:00 AM,3,true,false,"2200 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699837, -111.827709)",04/01/2020 12:00:00 AM,,
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,2700 WEST 5600 SOUTH,ROY,UT,84067,01/17/2018 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",801,D,"Deficient, Provider has date of correction",03/15/2018 12:00:00 AM,2,true,false,"2700 WEST 5600 SOUTH ROY, UT 84067 (41.161662, -112.045195)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,01/24/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",584,E,"Deficient, Provider has date of correction",03/31/2019 12:00:00 AM,1,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465093,WILLOW GLEN HEALTH AND REHAB,775 NORTH 200 EAST,BRIGHAM CITY,UT,84302,11/07/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are safe from serious medication errors.,333,D,"Deficient, Provider has date of correction",12/13/2017 12:00:00 AM,3,true,true,"775 NORTH 200 EAST BRIGHAM CITY, UT 84302 (41.526076, -112.012262)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/01/2016 12:00:00 AM,Health,false,Administration Deficiencies,"Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.",520,G,"Deficient, Provider has date of correction",12/16/2016 12:00:00 AM,3,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,05/17/2017 12:00:00 AM,Health,false,Nursing and Physician Services Deficiencies,Choose a doctor to serve as the medical director to create resident care policies and coordinate medical care in the facility.,501,E,"Deficient, Provider has date of correction",06/16/2017 12:00:00 AM,3,true,false,"3706 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587904, -111.979389)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/13/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,755,D,"Deficient, Provider has date of correction",11/08/2018 12:00:00 AM,2,true,true,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,08/15/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,E,"Deficient, Provider has date of correction",10/15/2019 12:00:00 AM,1,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,01/24/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is ne",758,D,"Deficient, Provider has date of correction",02/28/2019 12:00:00 AM,1,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465097,HERITAGE CARE CENTER,350 EAST 300 NORTH,AMERICAN FORK,UT,84003,09/28/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Provide care for residents in a way that maintains or improves their dignity and respect in full recognition of their individuality.,241,E,"Deficient, Provider has date of correction",12/07/2017 12:00:00 AM,3,true,true,"350 EAST 300 NORTH AMERICAN FORK, UT 84003 (40.383001, -111.78915)",04/01/2020 12:00:00 AM,,
465057,FOUR CORNERS REGIONAL CARE CENTER,818 NORTH 400 WEST,BLANDING,UT,84511,04/04/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",06/01/2018 12:00:00 AM,2,true,false,"818 NORTH 400 WEST BLANDING, UT 84511 (37.637292, -109.484984)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,02/02/2017 12:00:00 AM,Health,false,Administration Deficiencies,"Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.",520,D,"Deficient, Provider has date of correction",03/24/2017 12:00:00 AM,3,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465095,ST JOSEPH VILLA,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,03/07/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",04/10/2019 12:00:00 AM,1,true,false,"451 EAST BISHOP FEDERAL LANE SALT LAKE CITY, UT 84115 (40.728009, -111.877569)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/12/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Ensure each resident receives and the facility provides food that accommodates resident allergies, intolerances, and preferences, as well as appealing options.",806,E,"Deficient, Provider has date of correction",01/02/2018 12:00:00 AM,2,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,04/05/2018 12:00:00 AM,Health,false,Administration Deficiencies,"Keep complete, dated laboratory records in the resident's record.",775,E,"Deficient, Provider has date of correction",05/14/2018 12:00:00 AM,2,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
465062,SOUTH DAVIS COMMUNITY CARE CENTER,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,04/04/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,E,"Deficient, Provider has date of correction",06/10/2019 12:00:00 AM,1,true,false,"401 SOUTH 400 EAST BOUNTIFUL, UT 84010 (40.884928, -111.872356)",04/01/2020 12:00:00 AM,,
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,12/13/2017 12:00:00 AM,Health,false,Environmental Deficiencies,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",921,D,"Deficient, Provider has date of correction",01/12/2018 12:00:00 AM,3,false,true,"400 EAST 5350 SOUTH OGDEN, UT 84405 (41.166107, -111.970993)",04/01/2020 12:00:00 AM,,
465062,SOUTH DAVIS COMMUNITY CARE CENTER,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,02/27/2018 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,E,"Deficient, Provider has date of correction",05/07/2018 12:00:00 AM,2,true,false,"401 SOUTH 400 EAST BOUNTIFUL, UT 84010 (40.884928, -111.872356)",04/01/2020 12:00:00 AM,,
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,2700 WEST 5600 SOUTH,ROY,UT,84067,02/21/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,E,"Deficient, Provider has date of correction",03/15/2019 12:00:00 AM,1,true,false,"2700 WEST 5600 SOUTH ROY, UT 84067 (41.161662, -112.045195)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,06/06/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",756,D,"Deficient, Provider has date of correction",07/09/2019 12:00:00 AM,1,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,2700 WEST 5600 SOUTH,ROY,UT,84067,01/17/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,676,E,"Deficient, Provider has date of correction",03/02/2018 12:00:00 AM,2,true,false,"2700 WEST 5600 SOUTH ROY, UT 84067 (41.161662, -112.045195)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,03/16/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that residents with limited range of motion receive appropriate treatment and services to increase range of motion or prevent further decrease in range of motion.,318,D,"Deficient, Provider has date of correction",05/16/2017 12:00:00 AM,3,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/12/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",690,D,"Deficient, Provider has date of correction",10/31/2019 12:00:00 AM,1,true,false,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465091,DRAPER REHABILITATION AND CARE CENTER,12702 SOUTH FORT STREET,DRAPER,UT,84020,08/30/2018 12:00:00 AM,Health,false,Environmental Deficiencies,Provide and implement an infection prevention and control program.,880,E,"Deficient, Provider has date of correction",10/10/2018 12:00:00 AM,2,true,true,"12702 SOUTH FORT STREET DRAPER, UT 84020 (40.520724, -111.86467)",04/01/2020 12:00:00 AM,,
465101,HURRICANE HEALTH AND REHABILITATION,416 NORTH STATE STREET,HURRICANE,UT,84737,07/20/2016 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",157,D,"Deficient, Provider has date of correction",09/09/2016 12:00:00 AM,3,true,false,"416 NORTH STATE STREET HURRICANE, UT 84737 (37.182825, -113.282741)",04/01/2020 12:00:00 AM,,
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,10/20/2016 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Prepare food that is nutritional, appetizing, tasty, attractive, well-cooked, and at the right temperature.",364,E,"Deficient, Provider has date of correction",11/23/2016 12:00:00 AM,3,true,false,"400 EAST 5350 SOUTH OGDEN, UT 84405 (41.166107, -111.970993)",04/01/2020 12:00:00 AM,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,11/07/2018 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Develop and implement policies and procedures to prevent abuse, neglect, and theft.",607,D,"Deficient, Provider has date of correction",12/18/2018 12:00:00 AM,2,false,true,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,2700 WEST 5600 SOUTH,ROY,UT,84067,08/18/2016 12:00:00 AM,Health,false,Resident Rights Deficiencies,Provide care for residents in a way that maintains or improves their dignity and respect in full recognition of their individuality.,241,E,"Deficient, Provider has date of correction",09/16/2016 12:00:00 AM,3,true,false,"2700 WEST 5600 SOUTH ROY, UT 84067 (41.161662, -112.045195)",04/01/2020 12:00:00 AM,,
465102,PARKDALE HEALTH AND REHAB,250 EAST 600 NORTH,PRICE,UT,84501,03/07/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is ne",758,D,"Deficient, Provider has date of correction",04/26/2019 12:00:00 AM,1,true,false,"250 EAST 600 NORTH PRICE, UT 84501 (39.609795, -110.806187)",04/01/2020 12:00:00 AM,,
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,08/16/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,E,"Deficient, Provider has date of correction",09/30/2018 12:00:00 AM,2,true,false,"3706 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587904, -111.979389)",04/01/2020 12:00:00 AM,,
465049,SPRING CREEK HEALTHCARE CENTER,4600 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84117,01/27/2020 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Develop and implement policies and procedures to prevent abuse, neglect, and theft.",607,D,"Deficient, Provider has date of correction",03/13/2020 12:00:00 AM,1,false,true,"4600 SOUTH HIGHLAND DRIVE SALT LAKE CITY, UT 84117 (40.671717, -111.840756)",04/01/2020 12:00:00 AM,,
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,11/21/2019 12:00:00 AM,Health,false,Nursing and Physician Services Deficiencies,Provide enough nursing staff every day to meet the needs of every resident, and have a licensed nurse in charge on each shift.,725,E,"Deficient, Provider has date of correction",12/20/2019 12:00:00 AM,1,true,true,"575 EAST 1400 SOUTH OREM, UT 84097 (40.271489, -111.681473)",04/01/2020 12:00:00 AM,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/12/2017 12:00:00 AM,Health,false,"Freedom from Abuse, Neglect, and Exploitation Deficiencies","Develop and implement policies and procedures to ensure (1) employees report any suspicion of a crime against any resident, according to timelines; (2) post the notice of employee rights; and (3) prohibit and prevent retaliation for reporting.",608,D,"Deficient, Provider has date of correction",01/02/2018 12:00:00 AM,2,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465059,RICHFIELD REHABILITATION AND CARE CENTER,163 EAST 1000 NORTH,RICHFIELD,UT,84701,08/29/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",10/13/2017 12:00:00 AM,3,true,false,"163 EAST 1000 NORTH RICHFIELD, UT 84701 (38.782021, -112.082676)",04/01/2020 12:00:00 AM,,
465090,CASCADES AT ORCHARD PARK,740 NORTH 300 EAST,OREM,UT,84057,06/07/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Give residents proper treatment to prevent new bed (pressure) sores or heal existing bed sores.,314,D,"Deficient, Provider has date of correction",07/19/2017 12:00:00 AM,3,false,true,"740 NORTH 300 EAST OREM, UT 84057 (40.311156, -111.688606)",04/01/2020 12:00:00 AM,,
465083,CRESTWOOD REHABILITATION AND NURSING,3665 BRINKER AVENUE,OGDEN,UT,84403,05/09/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,755,D,"Deficient, Provider has date of correction",07/26/2019 12:00:00 AM,1,true,false,"3665 BRINKER AVENUE OGDEN, UT 84403 (41.196421, -111.950178)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/01/2016 12:00:00 AM,Health,false,Administration Deficiencies,Provide or obtain laboratory services only when ordered by the attending physician.,504,D,"Deficient, Provider has date of correction",12/16/2016 12:00:00 AM,3,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465107,HERITAGE HILLS REHABILITATION AND CARE CENTER,1100 NORTH 400 EAST,NEPHI,UT,84648,04/05/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",756,E,"Deficient, Provider has date of correction",05/21/2018 12:00:00 AM,2,true,false,"1100 NORTH 400 EAST NEPHI, UT 84648 (39.724284, -111.828467)",04/01/2020 12:00:00 AM,,
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,07/13/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",09/06/2017 12:00:00 AM,3,true,true,"575 EAST 1400 SOUTH OREM, UT 84097 (40.271489, -111.681473)",04/01/2020 12:00:00 AM,,
465107,HERITAGE HILLS REHABILITATION AND CARE CENTER,1100 NORTH 400 EAST,NEPHI,UT,84648,12/12/2016 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide care by qualified persons according to each resident's written plan of care.,282,D,"Deficient, Provider has date of correction",01/05/2017 12:00:00 AM,3,true,false,"1100 NORTH 400 EAST NEPHI, UT 84648 (39.724284, -111.828467)",04/01/2020 12:00:00 AM,,
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,05/07/2018 12:00:00 AM,Health,false,Administration Deficiencies,Have the Quality Assessment and Assurance group have the required members and meet at least quarterly,868,E,"Deficient, Provider has date of correction",06/18/2018 12:00:00 AM,2,false,true,"1481 EAST 1450 SOUTH CLEARFIELD, UT 84015 (41.092837, -111.997821)",04/01/2020 12:00:00 AM,,
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,10/16/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Ensure that each resident who enters the nursing home without a catheter is not given a catheter, unless medically necessary, and that incontinent patients receive proper services to prevent urinary tract infections and restore normal bladder functions.",315,D,"Deficient, Provider has date of correction",11/15/2017 12:00:00 AM,3,true,true,"1481 EAST 1450 SOUTH CLEARFIELD, UT 84015 (41.092837, -111.997821)",04/01/2020 12:00:00 AM,,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Provide care for residents in a way that maintains or improves their dignity and respect in full recognition of their individuality.,241,D,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,05/01/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",06/30/2018 12:00:00 AM,2,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465098,PINNACLE NURSING AND REHABILITATION CENTER,1340 EAST 300 NORTH,PRICE,UT,84501,07/27/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Give residents a notice of rights, rules, services and charges.",156,D,"Deficient, Provider has date of correction",09/22/2017 12:00:00 AM,3,true,true,"1340 EAST 300 NORTH PRICE, UT 84501 (39.604703, -110.793381)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,08/19/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,759,D,"Deficient, Provider has date of correction",10/07/2019 12:00:00 AM,1,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
